Highlight,Book Title,Book Author,Amazon Book ID,Note,Color,Tags,Location Type,Location,Highlighted at,Document tags
「夫将者，国之辅也，辅周则国必强，」,宋本《十一家注孙子》,曹操等十一家,,,,,location,875,2021-08-21 04:10:23+00:00,
「辅隙则国必弱。」,宋本《十一家注孙子》,曹操等十一家,,,,,location,880,2021-08-21 04:10:32+00:00,
「其用战也胜，久则钝兵挫锐，攻城则力屈，」,宋本《十一家注孙子》,曹操等十一家,,有一种失败叫百战百胜！,,,location,431,2021-08-21 03:58:53+00:00,
「全军为上，破军次之；」,宋本《十一家注孙子》,曹操等十一家,,,,,location,653,2021-08-22 05:10:00+00:00,
"「死生之地，存亡之道，不可不察也。」

兵，国之大事！
富贵/贫贱，是外在的，人的安身立命之所。
那么，人生的根本，内在的是什么呢？",宋本《十一家注孙子》,曹操等十一家,,,,,location,21,2021-08-22 04:37:57+00:00,
孙子曰：昔之善战者，先为不可胜，」,宋本《十一家注孙子》,曹操等十一家,,,,,location,998,2021-08-22 19:13:35+00:00,
不可胜在己，可胜在敌。」,宋本《十一家注孙子》,曹操等十一家,,,,favorite,location,1001,2021-08-22 19:13:54+00:00,
故善战者，能为不可胜，」,宋本《十一家注孙子》,曹操等十一家,,,,,location,1009,2021-08-22 19:14:04+00:00,
不能使敌之可胜。」,宋本《十一家注孙子》,曹操等十一家,,,,,location,1011,2021-08-22 19:14:09+00:00,
以待敌之可胜，」,宋本《十一家注孙子》,曹操等十一家,,,,,location,999,2021-08-22 19:13:49+00:00,
也。「军争之难者，以迂为直，以患为利。」,宋本《十一家注孙子》,曹操等十一家,,,,,location,1816,2022-03-08 16:15:50+00:00,
「故军争为利，军争为危。」,宋本《十一家注孙子》,曹操等十一家,,,,,location,1841,2022-03-08 16:16:41+00:00,
「忿速，可侮也；」,宋本《十一家注孙子》,曹操等十一家,,,,,location,2451,2022-03-28 15:26:35+00:00,
「故兵有走者，有弛者，有陷者，有崩者，有乱者，有北者。凡此六者，非天之灾，将之过也。」,宋本《十一家注孙子》,曹操等十一家,,,,,location,3180,2022-05-06 03:58:05+00:00,
"One idea I taught was the importance of regaining presence and clarity of mind after making a serious error. This is a hard lesson for all competitors and performers. The first mistake rarely proves disastrous, but the downward spiral of the second, third, and fourth error creates a devastating chain reaction.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,favorite,order,2,2021-08-11 15:21:52.426935+00:00,kindle
"When aiming for the top, your path requires an engaged, searching mind. You have to make obstacles spur you to creative new angles in the learning process. Let setbacks deepen your resolve. You should always come off an injury or a loss better than when you went down.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,3,2021-08-11 15:21:52.427004+00:00,kindle
I believe that one of the most critical factors in the transition to becoming a conscious high performer is the degree to which your relationship to your pursuit stays in harmony with your unique disposition.,The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,4,2021-08-11 15:21:52.427072+00:00,kindle
"One of the most critical strengths of a superior competitor in any discipline—whether we are speaking about sports, business negotiations, or even presidential debates—is the ability to dictate the tone of the battle.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,5,2021-08-11 15:21:52.427141+00:00,kindle
"Depth beats breadth any day of the week, because it opens a channel for the intangible, unconscious, creative components of our hidden potential.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,6,2021-08-11 15:21:52.427210+00:00,kindle
"In every discipline, the ability to be clearheaded, present, cool under fire is much of what separates the best from the mediocre.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,7,2021-08-11 15:21:52.427279+00:00,kindle
Growth comes at the point of resistance. We learn by pushing ourselves and finding what really lies at the outer reaches of our abilities.,The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,8,2021-08-11 15:21:52.427347+00:00,kindle
"A key component of high-level learning is cultivating a resilient awareness that is the older, conscious embodiment of a child’s playful obliviousness.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,9,2021-08-11 15:21:52.427415+00:00,kindle
"The key to pursuing excellence is to embrace an organic, long-term learning process, and not to live in a shell of static, safe mediocrity. Usually, growth comes at the expense of previous comfort or safety.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,favorite,order,1,2021-08-11 15:21:52.426863+00:00,kindle
"In performance training, first we learn to flow with whatever comes. Then we learn to use whatever comes to our advantage. Finally, we learn to be completely self-sufficient and create our own earthquakes, so our mental process feeds itself explosive inspirations without the need for outside stimulus.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,favorite,,0,2021-08-11 15:21:52.426773+00:00,kindle
The learning principle is to plunge into the detailed mystery of the micro in order to understand what makes the macro tick.,The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,10,2021-08-13 04:52:23.258371+00:00,kindle
"In my experience, successful people shoot for the stars, put their hearts on the line in every battle, and ultimately discover that the lessons learned from the pursuit of excellence mean much more than the immediate trophies and glory.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,11,2021-08-13 04:52:23.258460+00:00,kindle
"Children who associate success with hard work tend to have a “mastery-oriented response” to challenging situations, while children who see themselves as just plain “smart” or “dumb,” or “good” or “bad” at something, have a “learned helplessness orientation.”",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,12,2021-08-13 04:52:23.258506+00:00,kindle
"I believe an appreciation for simplicity, the everyday—the ability to dive deeply into the banal and discover life’s hidden richness—is where success, let alone happiness, emerges.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,13,2021-08-13 04:52:23.258550+00:00,kindle
"First, we learn to flow with distraction, like that blade of grass bending to the wind. Then we learn to use distraction, inspiring ourselves with what initially would have thrown us off our games. Finally we learn to re-create the inspiring settings internally. We learn to make sandals.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,14,2021-08-13 04:52:23.258593+00:00,kindle
Players who are able to relax in brief moments of inactivity are almost always the ones who end up coming through when the game is on the line.,The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,15,2021-08-13 04:52:23.258635+00:00,kindle
"Mental resilience is arguably the most critical trait of a world-class performer, and it should be nurtured continuously. Left to my own devices, I am always looking for ways to become more and more psychologically impregnable. When uncomfortable, my instinct is not to avoid the discomfort but to become at peace with it. When injured, which happens frequently in the life of a martial artist, I try to avoid painkillers and to change the sensation of pain into a feeling that is not necessarily negative. My instinct is always to seek out challenges as opposed to avoiding them.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,16,2021-08-13 04:52:23.258678+00:00,kindle
I was unhindered by internal conflict—a state of being that I have come to see as fundamental to the learning process.,The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,17,2021-08-13 04:52:23.258721+00:00,kindle
"The importance of undulating between external and internal (or concrete and abstract; technical and intuitive) training applies to all disciplines, and unfortunately the internal tends to be neglected.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,18,2021-08-13 04:52:23.258762+00:00,kindle
The point to this system of creating your own trigger is that a physiological connection is formed between the routine and the activity it precedes.,The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,favorite,order,19,2021-08-13 04:52:23.258805+00:00,kindle
"So, in a nutshell, chunking relates to the mind’s ability to take lots of information, find a harmonizing/logically consistent strain, and put it together into one mental file that can be accessed as if it were a single piece of information.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,20,2021-11-06 05:23:41.426150+00:00,kindle
I have long believed that if a student of virtually any discipline could avoid ever repeating the same mistake twice—both technical and psychological—he or she would skyrocket to the top of their field.,The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,21,2021-11-06 05:23:41.426236+00:00,kindle
"In the end, mastery involves discovering the most resonant information and integrating it so deeply and fully it disappears and allows us to fly free.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,22,2021-11-06 05:23:41.426281+00:00,kindle
We have to be able to do something slowly before we can have any hope of doing it correctly with speed.,The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,favorite,order,23,2021-11-06 05:23:41.426324+00:00,kindle
"At LGE, they made a science of the gathering and release of intensity, and found that, regardless of the discipline, the better we are at recovering, the greater potential we have to endure and perform under stress.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,24,2021-11-06 05:23:41.426366+00:00,kindle
"In my opinion, intuition is our most valuable compass in this world. It is the bridge between the unconscious and the conscious mind, and it is hugely important to keep in touch with what makes it tick.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,25,2021-11-06 05:23:41.426408+00:00,kindle
"To walk a thorny road, we may cover its every inch with leather or we can make sandals.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,26,2021-11-06 05:23:41.426450+00:00,kindle
"In virtually every competitive physical discipline, if you are a master of reading and manipulating footwork, then you are a force to be reckoned with.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,27,2021-11-06 05:23:41.426522+00:00,kindle
"I realized that in top-rank competition I couldn’t count on the world being silent, so my only option was to become at peace with the noise.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,28,2021-11-06 05:23:41.426564+00:00,kindle
"The third step of this process, as it pertains to performance psychology, is to learn to create ripples in our consciousness, little jolts to spur us along, so we are constantly inspired whether or not external conditions are inspiring.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,29,2021-11-06 05:23:41.426606+00:00,kindle
"A man wants to walk across the land, but the earth is covered with thorns. He has two options—one is to pave his road, to tame all of nature into compliance. The other is to make sandals. Making sandals is the internal solution. Like the Soft Zone, it does not base success on a submissive world or overpowering force, but on intelligent preparation and cultivated resilience.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,30,2022-01-09 04:53:22.140044+00:00,kindle
Chunking relates to the mind’s ability to assimilate large amounts of information into a cluster that is bound together by certain patterns or principles particular to a given discipline.,The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,31,2022-01-09 04:53:22.140135+00:00,kindle
"In my experience the greatest of artists and competitors are masters of navigating their own psychologies, playing on their strengths, controlling the tone of battle so that it fits with their personalities.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,favorite,order,32,2022-01-09 04:53:22.140189+00:00,kindle
"Interval work is a critical building block to becoming a consistent long-term performer. If you spend a few months practicing stress and recovery in your everyday life, you’ll lay the physiological foundation for becoming a resilient, dependable pressure player. The next step is to create your trigger for the zone.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,33,2022-01-09 04:53:22.140240+00:00,kindle
"Everyone at a high level has a huge amount of chess understanding, and much of what separates the great from the very good is deep presence, relaxation of the conscious mind, which allows the unconscious to flow unhindered.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,34,2022-01-09 04:53:22.140291+00:00,kindle
"Once we learn how to use adversity to our advantage, we can manufacture the helpful growth opportunity without actual danger or injury. I call this tool the internal solution—we can notice external events that trigger helpful growth or performance opportunities, and then internalize the effects of those events without their actually happening. In this way, adversity becomes a tremendous source of creative inspiration.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,35,2022-01-09 04:53:22.140343+00:00,kindle
"The ideal for any performer is flexibility. If you have optimal conditions, then it is always great to take your time and go through an extended routine. If things are less organized, then be prepared with a flexible state of mind and a condensed routine.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,36,2022-01-09 04:53:22.140395+00:00,kindle
"In your performance training, the first step to mastering the zone is to practice the ebb and flow of stress and recovery.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,37,2022-01-09 04:53:22.140446+00:00,kindle
"A competitor needs to be process-oriented, always looking for stronger opponents to spur growth, but it is also important to keep on winning enough to maintain confidence.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,38,2022-01-09 04:53:22.140498+00:00,kindle
"The real art in learning takes place as we move beyond proficiency, when our work becomes an expression of our essence.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,39,2022-01-09 04:53:22.140550+00:00,kindle
If aggression meets empty space it tends to defeat itself.,The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,40,2022-04-15 04:14:41.549757+00:00,kindle
"While a fixation on results is certainly unhealthy, short-term goals can be useful developmental tools if they are balanced within a nurturing long-term philosophy.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,41,2022-04-15 04:14:41.549837+00:00,kindle
"The only way to succeed is to acknowledge reality and funnel it, take the nerves and use them. We must be prepared for imperfection. If we rely on having no nerves, on not being thrown off by a big miss, or on the exact replication of a certain mindset, then when the pressure is high enough, or when the pain is too piercing to ignore, our ideal state will shatter.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,42,2022-04-15 04:14:41.549885+00:00,kindle
Investment in loss is giving yourself to the learning process. In Push Hands it is letting yourself be pushed without reverting back to old habits—training yourself to be soft and receptive when your body doesn’t have any idea how to do it and wants to tighten up.,The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,43,2022-04-15 04:14:41.549931+00:00,kindle
"When we have worked hard and succeed at something, we should be allowed to smell the roses. The key, in my opinion, is to recognize that the beauty of those roses lies in their transience. It is drifting away even as we inhale. We enjoy the win fully while taking a deep breath, then we exhale, note the lesson learned, and move on to the next adventure.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,44,2022-04-15 04:14:41.549977+00:00,kindle
"Confidence is critical for a great competitor, but overconfidence is brittle. We are too smart for ourselves in such moments. We sense our mortality like a cancer beneath the bravado, and when things start to go out of control, there is little real resilience to fall back on.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,45,2022-04-15 04:14:41.550023+00:00,kindle
"The key is to understand that my trained mind is not necessarily working much faster than an untrained mind—it is simply working more effectively, which means that my conscious mind has less to deal with.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,46,2022-04-15 04:14:41.550069+00:00,kindle
"Once we reach a certain level of expertise at a given discipline and our knowledge is expansive, the critical issue becomes: how is all this stuff navigated and put to use? I believe the answers to this question are the gateway to the most esoteric levels of elite performance.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,47,2022-04-15 04:14:41.550114+00:00,kindle
"In all disciplines, there are times when a performer is ready for action, and times when he or she is soft, in flux, broken-down or in a period of growth. Learners in this phase are inevitably vulnerable. It is important to have perspective on this and allow yourself protected periods for cultivation.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,48,2022-04-15 04:14:41.550160+00:00,kindle
"Instead of running from our emotions or being swept away by their initial gusts, we should learn to sit with them, become at peace with their unique flavors, and ultimately discover deep pools of inspiration.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,49,2022-04-15 04:14:41.550205+00:00,kindle
"To have success in crunch time, you need to integrate certain healthy patterns into your day-to-day life so that they are completely natural to you when the pressure is on.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,50,2022-07-11 04:13:48.864732+00:00,kindle
"Not only do we have to be good at waiting, we have to love it. Because waiting is not waiting, it is life.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,51,2022-07-11 04:13:48.864808+00:00,kindle
"The first step I had to make was to recognize that the problem was mine, not Frank’s. There will always be creeps in the world, and I had to learn how to deal with them with a cool head. Getting pissed off would get me nowhere in life.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,52,2022-07-11 04:13:48.864856+00:00,kindle
The key was to recognize that the principles making one simple technique tick were the same fundamentals that fueled the whole expansive system of Tai Chi Chuan.,The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,53,2022-07-11 04:13:48.864903+00:00,kindle
By “carved neural pathways” I am referring to the process of creating chunks and the navigation system between chunks.,The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,54,2022-07-11 04:13:48.864948+00:00,kindle
"If the opponent does not move, then I do not move. At the opponent’s slightest move, I move first.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,favorite,order,55,2022-07-11 04:13:48.864994+00:00,kindle
"The Tao Te Ching’s wisdom centers on releasing obstructions to our natural insight, seeing false constructs for what they are and leaving them behind.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,56,2022-07-11 04:13:48.865040+00:00,kindle
"Just as muscles get stronger when they are pushed, good competitors tend to rise to the level of the opposition.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,57,2022-07-11 04:13:48.865085+00:00,kindle
"Just as the yin-yang symbol possesses a kernel of light in the dark, and of dark in the light, creative leaps are grounded in a technical foundation.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,58,2022-07-11 04:13:48.865131+00:00,kindle
"Instead of being dominated by or denying my passions, I slowly learned how to observe them and feel how they infused my moment with creativity, freshness, or darkness.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,59,2022-07-11 04:13:48.865176+00:00,kindle
"The vast majority of motivated people, young and old, make terrible mistakes in their approach to learning. They fall frustrated by the wayside while those on the road to success keep steady on their paths.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,60,2022-09-06 04:19:29.874616+00:00,kindle
"There will inevitably be times when we need to try new ideas, release our current knowledge to take in new information—but it is critical to integrate this new information in a manner that does not violate who we are.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,61,2022-09-06 04:19:29.874682+00:00,kindle
The notion that I didn’t have to hold myself in a state of feverish concentration every second of a chess game was a huge liberation.,The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,62,2022-09-06 04:19:29.874718+00:00,kindle
"Musicians, actors, athletes, philosophers, scientists, writers understand that brilliant creations are often born of small errors.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,63,2022-09-06 04:19:29.874752+00:00,kindle
"Feelings of anger and fear and elation emerge from deep inside of us and I think blocking them out is an artificial habit. In my experience, competitors who make this mistake tend to crumble when pushed far enough.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,64,2022-09-06 04:19:29.874785+00:00,kindle
The idea is to shift the primary role from the conscious to the unconscious without blissing out and losing the precision the conscious can provide.,The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,65,2022-09-06 04:19:29.874818+00:00,kindle
"Someone stuck with an entity theory of intelligence is like an anorexic hermit crab, starving itself so it doesn’t grow to have to find a new shell.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,66,2022-09-06 04:19:29.874852+00:00,kindle
"I had learned from Jack Groppel at LGE to eat five almonds every forty-five minutes during a long chess game, to stay in a steady state of alertness and strength.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,67,2022-09-06 04:19:29.874915+00:00,kindle
"One has to investigate the principle in one thing or one event exhaustively . Things and the self are governed by the same principle. If you understand one, you understand the other, for the truth within and the truth without are identical.",The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,68,2022-09-06 04:19:29.874949+00:00,kindle
Tactics come easy once principles are in the blood.,The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,B000QCQ970,,,,order,69,2022-09-06 04:19:29.874983+00:00,kindle
为兵之事，在于顺详敌之意，并敌一向，千里杀将，此谓巧能成事者也。用兵打仗，假装顺从敌人，而详细了解敌军的意图，集中优势兵力，集中攻击敌人的要害，千里奔袭，擒杀敌将，巧妙用兵才能够成就大业的人。,无论进攻还是防守，对敌军加以详细地了解和分析是都十分必要的,xw.qq.com,,,,,offset,48,2022-07-04 05:57:49.265653+00:00,
在两军交战的过程中，与敌人直接进行正面交战或许也可以取得战争的胜利，但却会造成很多不必要的损失，这就违背了孙武的“全胜”论。因而指挥者运用一定的计谋，巧妙制敌才能打一场真正漂亮的胜仗。,无论进攻还是防守，对敌军加以详细地了解和分析是都十分必要的,xw.qq.com,,,,,offset,144,2022-07-04 06:19:50.671618+00:00,
所以，真正的战略，真正的胜战，看上去往往平淡无奇，是没有故事的。真正人生的赢家，也是看似平淡无奇，无故事，于外行看上去，一点热闹也没有的地方，才能看到内行大门道，才能学到内行真本事。,"孙子兵法：“善战者,无智名,无勇功。”",zhuanlan.zhihu.com,,,,,offset,441,2022-06-26 09:59:49.083147+00:00,
〔虚实〕出其所不趋，趋其所不意。行千里而不劳者，行于无人之地也。,"孙子兵法·名言篇·出其所不趋,趋其所不意 - 孙子 - 品诗文网",pinshiwen.com,,,,,offset,555,2022-06-25 06:14:03.613647+00:00,
【鉴赏】这是孙子又一句关于“出其不意，攻其无备”的名言。,"孙子兵法·名言篇·出其所不趋,趋其所不意 - 孙子 - 品诗文网",pinshiwen.com,,,,,offset,587,2022-06-25 06:14:09.365832+00:00,
故善战者，求之于势，不责于人故能择人而任势。任势者，其战人也，如转木石。木石之性，安则静，危则动，方则止，圆则行。故善战人之势，如转圆石于千仞之山者，势也。,《孙子兵法》：故善战者，求之于势，不责于人故能择人而任势_作战,sohu.com,,,,,offset,2507,2022-06-24 08:46:08.752193+00:00,
【译文】：所以，善于指挥作战的人追求的是利于己方的“势”，而不是去严苛要求自己的士兵，因此，他们能选择合适的人去利用已形成的“势”帮助自己取胜。那些善于利用“势”的将领在指挥部队作战时，就像转动木头和石头一样。木头和石头的特性是，当处于平坦地势时，就静止不动，处于倾斜、陡峭的地势时就会滚动，方形的物体就容易静止，圆形的物体就容易滚动。所以，善于指挥作战的人所造就的“势”，总是像从很高的山上把圆木、圆石滚下来一样，势不可当。这就是军事上所谓的“势”。,《孙子兵法》：故善战者，求之于势，不责于人故能择人而任势_作战,sohu.com,,,,,offset,2589,2022-06-24 08:45:59.449615+00:00,
有所有余，有所不足，形势是也。故有形之徒，莫不可名。有名之徒，莫不可胜。故圣人以万物之胜胜万物，故其胜不屈。战者，以形相胜者也。形莫不可以胜，而莫知其所以胜之形。形胜之变，与天地相敝而不穷。,翟玉忠：“太极图说”六种之《银雀山汉简•奇正》-新法家研究--新法家,xinfajia.net,,,,,offset,2471,2022-06-24 09:07:03.683383+00:00,
国都城。一举歼灭楚军主力，攻入楚国都城，俘虏了楚王。随后的一年时间里，秦军占领了楚国全境。至此，已经立国八百多年的楚国彻底灭亡。王翦指挥六十万大军灭楚之战中，老成稳重，六十万大军屯兵秦楚两国边境一年多，最终发现机会后，一战而定，彻底灭掉了楚国。王翦的这一系列步骤非常符合孙子兵法先胜而后战的思路。可以说，秦国名将王翦已经非常符合兵圣孙子所说的“善战者”的很多标准了，但还是没有完完全全达到“善战者，无智名，无勇功”境界，还差那么一丢丢。毕竟是孙子理想中的“善战者”，现实史书中基本上找不到了，因为它处于理想状态,AI驱动的高精度半导体测试系统助力中国科研,k.sina.cn,,,,,offset,3297,2022-06-23 07:09:14.753231+00:00,
王翦率领六十万大军出征途中，就多次派遣使者要求秦王嬴政给其良田美宅，等到秦楚两国边境之后，王翦命令六十大军屯兵扎寨，进行休养生息，甚至每天还让士兵游戏娱乐。王翦和六十万秦国大军硬是在秦楚两国边境屯兵扎寨一年多，期间王翦多次派遣使者要求秦王嬴政给其良田美宅，秦王嬴政也是欣然同意，硬是让大将军王翦率领六十万秦军驻扎秦楚两国边境一年多，要知道六十万大军是秦国的全部兵力。经过一年多的时间，六十万秦军表面上是屯兵扎寨、休养生息、游戏娱乐，实际上是日日操练，已经磨刀霍霍了。就等着楚军摁那不住，心猿意马了。等到王翦看到楚军破绽之后，就立马挥师东进，最终六十万秦国大军直扑楚国都城。一举歼灭楚军主力，攻入楚国都城，俘虏了楚王。随后的一年时间里，秦军占领了楚国全境。至此，已经立国八百多年的楚国彻底灭亡。,AI驱动的高精度半导体测试系统助力中国科研,k.sina.cn,,,,,offset,3015,2022-06-23 07:09:01.612896+00:00,
观念的背后是心性。选择“先胜后战”，意味着过程就没那么精彩了，相反却是日复一日枯燥的训练以及耐心的等待，前者是确保自己立于不败之地，后者是等待敌人先犯错误。而贯穿整个过程的是“寂寞”，不仅身前寂寞，恐怕连身后也要寂寞。令人赞叹的是，孙子竟连这点也早早地给点透了，他说：“善战者，无智名，无勇功。”《孙子兵法》之伟大恐怕正在于此，它不仅仅是一部兵书，更是一部讲人性哲学的书，读起来与《道德经》、《论语》毫无违和之感。,善战者，无智名，无勇功丨孙子兵法与投资之道,m.gelonghui.com,,,,,offset,463,2022-06-23 07:09:34.595372+00:00,
孙子一派的兵家，哲学上源自道家。为无为，味无味，事无事。大音希声，大巧若拙，大直若诎，道固委蛇。 你看，兵法和道家哲学一脉相承。简单来说，有了哥的运营，a过去就赢了，何必要狗啊莽啊的呢？,有人说善战者无赫赫之功，那如何解释名将的赫赫战功？ - 知乎,zhihu.com,,,,,offset,381,2022-06-23 07:06:30.310371+00:00,
毛主席军事能力的上乘，是打造出了几千年来第一支真正意义的人民军队。来自人民，为人民而战；不仅善于军事，更善于政治；民主，文明，纪律严明，作风顽强，吃苦耐劳，不怕牺牲。不仅热爱人民，更受到劳动人民的衷心拥戴。有了这样一支政治，组织，执行力上天下无敌的军队，才让林彪，粟裕，彭德怀，刘伯承之流“名将”有了锦上添花，博取智名勇功的基础。,有人说善战者无赫赫之功，那如何解释名将的赫赫战功？ - 知乎,zhihu.com,,,,,offset,1407,2022-06-23 07:07:09.155373+00:00,
然而打造一支王道的军队，仍然不是的善之善者。真正的善之善者，是毛在革命斗争实践中，总结出来的新民主主义革命理论。在半殖民地半封建社会的旧中国，由无产阶级高度组织化的现代化政党领导，结合中国国情，不迷信国际权威，抛开落后反动的官僚买办资产阶级，独自用先进的政治理念和手段去组织和领导以农民为主体的工农联盟，通过武装斗争来争取政治与经济上的革命，再依靠政治经济的变革成果来巩固和发展革命力量，最终推翻帝国主义和封建势力的统治，创建无产阶级专政的新中国，然后再以国家政权的力量推动社会主义革命。,有人说善战者无赫赫之功，那如何解释名将的赫赫战功？ - 知乎,zhihu.com,,,,,offset,1572,2022-06-23 07:13:46.091809+00:00,
